subject,relation,object,subject_label,object_label,sentence,source_url
failure,hasMedication*,beta,DISEASE,MEDICATION,"In heart failure due to left ventricular dysfunction, angiotensin-converting-enzyme inhibitors, angiotensin II receptor blockers (ARBs), or angiotensin receptor-neprilysin inhibitors, along with beta blockers, mineralocorticoid receptor antagonists and SGLT2 inhibitors are recommended.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasMedication*,blockers,DISEASE,MEDICATION,"In heart failure due to left ventricular dysfunction, angiotensin-converting-enzyme inhibitors, angiotensin II receptor blockers (ARBs), or angiotensin receptor-neprilysin inhibitors, along with beta blockers, mineralocorticoid receptor antagonists and SGLT2 inhibitors are recommended.",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,edema,DISEASE,SYMPTOM,Most of the visible signs of heart failure are the result of this fluid accumulation (edema) and the adjective congestion is added to the definition of heart failure.,https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,edema,DISEASE,SYMPTOM,Most of the visible signs of heart failure are the result of this fluid accumulation (edema) and the adjective congestion is added to the definition of heart failure.,https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,edema,DISEASE,SYMPTOM,Most of the visible signs of heart failure are the result of this fluid accumulation (edema) and the adjective congestion is added to the definition of heart failure.,https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,edema,DISEASE,SYMPTOM,Most of the visible signs of heart failure are the result of this fluid accumulation (edema) and the adjective congestion is added to the definition of heart failure.,https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,dyspnea,DISEASE,SYMPTOM,"Another symptom of heart failure is paroxysmal nocturnal dyspnea: a sudden nocturnal attack of severe shortness of breath, usually occurring several hours after falling asleep.",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,shortness,DISEASE,SYMPTOM,"Another symptom of heart failure is paroxysmal nocturnal dyspnea: a sudden nocturnal attack of severe shortness of breath, usually occurring several hours after falling asleep.",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,of,DISEASE,SYMPTOM,"Another symptom of heart failure is paroxysmal nocturnal dyspnea: a sudden nocturnal attack of severe shortness of breath, usually occurring several hours after falling asleep.",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,breath,DISEASE,SYMPTOM,"Another symptom of heart failure is paroxysmal nocturnal dyspnea: a sudden nocturnal attack of severe shortness of breath, usually occurring several hours after falling asleep.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,dyspnea,DISEASE,SYMPTOM,"Another symptom of heart failure is paroxysmal nocturnal dyspnea: a sudden nocturnal attack of severe shortness of breath, usually occurring several hours after falling asleep.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,shortness,DISEASE,SYMPTOM,"Another symptom of heart failure is paroxysmal nocturnal dyspnea: a sudden nocturnal attack of severe shortness of breath, usually occurring several hours after falling asleep.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,of,DISEASE,SYMPTOM,"Another symptom of heart failure is paroxysmal nocturnal dyspnea: a sudden nocturnal attack of severe shortness of breath, usually occurring several hours after falling asleep.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,breath,DISEASE,SYMPTOM,"Another symptom of heart failure is paroxysmal nocturnal dyspnea: a sudden nocturnal attack of severe shortness of breath, usually occurring several hours after falling asleep.",https://en.wikipedia.org/wiki/Heart_failure
hypertension,hasSymptom*,edema,DISEASE,SYMPTOM,"For example, left ventricular failure allows pulmonary edema and pulmonary hypertension to occur, which increases stress on the right ventricle.",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,inflammation,DISEASE,SYMPTOM,"In addition, viral infection and subsequent myocarditis – inflammation of the heart's myocardial tissue – can similarly contribute to the development of heart failure.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,inflammation,DISEASE,SYMPTOM,"In addition, viral infection and subsequent myocarditis – inflammation of the heart's myocardial tissue – can similarly contribute to the development of heart failure.",https://en.wikipedia.org/wiki/Heart_failure
heart,hasMedication*,trastuzumab,DISEASE,MEDICATION,"Heart damage can predispose a person to develop heart failure later in life and has many causes including systemic viral infections (e.g., HIV), chemotherapeutic agents such as daunorubicin, cyclophosphamide, trastuzumab and substance use disorders of substances such as alcohol, cocaine, and methamp",https://en.wikipedia.org/wiki/Heart_failure
failure,hasMedication*,trastuzumab,DISEASE,MEDICATION,"Heart damage can predispose a person to develop heart failure later in life and has many causes including systemic viral infections (e.g., HIV), chemotherapeutic agents such as daunorubicin, cyclophosphamide, trastuzumab and substance use disorders of substances such as alcohol, cocaine, and methamp",https://en.wikipedia.org/wiki/Heart_failure
HIV,hasMedication*,trastuzumab,DISEASE,MEDICATION,"Heart damage can predispose a person to develop heart failure later in life and has many causes including systemic viral infections (e.g., HIV), chemotherapeutic agents such as daunorubicin, cyclophosphamide, trastuzumab and substance use disorders of substances such as alcohol, cocaine, and methamp",https://en.wikipedia.org/wiki/Heart_failure
cancer,hasMedication*,antidepressants,DISEASE,MEDICATION,"This includes NSAIDs, COX-2 inhibitors, a number of anesthetic agents such as ketamine, thiazolidinediones, some cancer medications, several antiarrhythmic medications, pregabalin, alpha-2 adrenergic receptor agonists, minoxidil, itraconazole, cilostazol, anagrelide, stimulants (e.g., methylphenidat",https://en.wikipedia.org/wiki/Heart_failure
cancer,hasMedication*,verapamil,DISEASE,MEDICATION,"This includes NSAIDs, COX-2 inhibitors, a number of anesthetic agents such as ketamine, thiazolidinediones, some cancer medications, several antiarrhythmic medications, pregabalin, alpha-2 adrenergic receptor agonists, minoxidil, itraconazole, cilostazol, anagrelide, stimulants (e.g., methylphenidat",https://en.wikipedia.org/wiki/Heart_failure
cancer,hasMedication*,salbutamol,DISEASE,MEDICATION,"This includes NSAIDs, COX-2 inhibitors, a number of anesthetic agents such as ketamine, thiazolidinediones, some cancer medications, several antiarrhythmic medications, pregabalin, alpha-2 adrenergic receptor agonists, minoxidil, itraconazole, cilostazol, anagrelide, stimulants (e.g., methylphenidat",https://en.wikipedia.org/wiki/Heart_failure
heart,hasMedication*,diuretic,DISEASE,MEDICATION,"By inhibiting the formation of prostaglandins, NSAIDs may exacerbate heart failure through several mechanisms, including promotion of fluid retention, increasing blood pressure, and decreasing a person's response to diuretic medications.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasMedication*,diuretic,DISEASE,MEDICATION,"By inhibiting the formation of prostaglandins, NSAIDs may exacerbate heart failure through several mechanisms, including promotion of fluid retention, increasing blood pressure, and decreasing a person's response to diuretic medications.",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,weight,DISEASE,SYMPTOM,Thiazolidinediones have been strongly linked to new cases of heart failure and worsening of pre-existing congestive heart failure due to their association with weight gain and fluid retention.,https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,gain,DISEASE,SYMPTOM,Thiazolidinediones have been strongly linked to new cases of heart failure and worsening of pre-existing congestive heart failure due to their association with weight gain and fluid retention.,https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,weight,DISEASE,SYMPTOM,Thiazolidinediones have been strongly linked to new cases of heart failure and worsening of pre-existing congestive heart failure due to their association with weight gain and fluid retention.,https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,gain,DISEASE,SYMPTOM,Thiazolidinediones have been strongly linked to new cases of heart failure and worsening of pre-existing congestive heart failure due to their association with weight gain and fluid retention.,https://en.wikipedia.org/wiki/Heart_failure
congestive,hasSymptom*,weight,DISEASE,SYMPTOM,Thiazolidinediones have been strongly linked to new cases of heart failure and worsening of pre-existing congestive heart failure due to their association with weight gain and fluid retention.,https://en.wikipedia.org/wiki/Heart_failure
congestive,hasSymptom*,gain,DISEASE,SYMPTOM,Thiazolidinediones have been strongly linked to new cases of heart failure and worsening of pre-existing congestive heart failure due to their association with weight gain and fluid retention.,https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,weight,DISEASE,SYMPTOM,Thiazolidinediones have been strongly linked to new cases of heart failure and worsening of pre-existing congestive heart failure due to their association with weight gain and fluid retention.,https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,gain,DISEASE,SYMPTOM,Thiazolidinediones have been strongly linked to new cases of heart failure and worsening of pre-existing congestive heart failure due to their association with weight gain and fluid retention.,https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,weight,DISEASE,SYMPTOM,Thiazolidinediones have been strongly linked to new cases of heart failure and worsening of pre-existing congestive heart failure due to their association with weight gain and fluid retention.,https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,gain,DISEASE,SYMPTOM,Thiazolidinediones have been strongly linked to new cases of heart failure and worsening of pre-existing congestive heart failure due to their association with weight gain and fluid retention.,https://en.wikipedia.org/wiki/Heart_failure
heart,hasMedication*,verapamil,DISEASE,MEDICATION,"Certain calcium channel blockers, such as diltiazem and verapamil, are known to decrease the force with which the heart ejects blood; thus, these are not recommended in people with heart failure with a reduced ejection fraction.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasMedication*,verapamil,DISEASE,MEDICATION,"Certain calcium channel blockers, such as diltiazem and verapamil, are known to decrease the force with which the heart ejects blood; thus, these are not recommended in people with heart failure with a reduced ejection fraction.",https://en.wikipedia.org/wiki/Heart_failure
high,hasMedication*,diuretic,DISEASE,MEDICATION,Ginseng can cause abnormally low or high blood pressure and may interfere with the effects of diuretic medications.,https://en.wikipedia.org/wiki/Heart_failure
blood,hasMedication*,diuretic,DISEASE,MEDICATION,Ginseng can cause abnormally low or high blood pressure and may interfere with the effects of diuretic medications.,https://en.wikipedia.org/wiki/Heart_failure
pressure,hasMedication*,diuretic,DISEASE,MEDICATION,Ginseng can cause abnormally low or high blood pressure and may interfere with the effects of diuretic medications.,https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,shortness,DISEASE,SYMPTOM,This is recommended in those with symptoms consistent with heart failure such as shortness of breath.,https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,of,DISEASE,SYMPTOM,This is recommended in those with symptoms consistent with heart failure such as shortness of breath.,https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,breath,DISEASE,SYMPTOM,This is recommended in those with symptoms consistent with heart failure such as shortness of breath.,https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,shortness,DISEASE,SYMPTOM,This is recommended in those with symptoms consistent with heart failure such as shortness of breath.,https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,of,DISEASE,SYMPTOM,This is recommended in those with symptoms consistent with heart failure such as shortness of breath.,https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,breath,DISEASE,SYMPTOM,This is recommended in those with symptoms consistent with heart failure such as shortness of breath.,https://en.wikipedia.org/wiki/Heart_failure
heart,treatedBy*,Cardiology,DISEASE,MEDICAL_SPECIALTY,"The European Society of Cardiology defines the diagnosis of heart failure as symptoms and signs consistent with heart failure in combination with ""objective evidence of cardiac structural or functional abnormalities"".",https://en.wikipedia.org/wiki/Heart_failure
failure,treatedBy*,Cardiology,DISEASE,MEDICAL_SPECIALTY,"The European Society of Cardiology defines the diagnosis of heart failure as symptoms and signs consistent with heart failure in combination with ""objective evidence of cardiac structural or functional abnormalities"".",https://en.wikipedia.org/wiki/Heart_failure
heart,treatedBy*,Cardiology,DISEASE,MEDICAL_SPECIALTY,"The European Society of Cardiology defines the diagnosis of heart failure as symptoms and signs consistent with heart failure in combination with ""objective evidence of cardiac structural or functional abnormalities"".",https://en.wikipedia.org/wiki/Heart_failure
failure,treatedBy*,Cardiology,DISEASE,MEDICAL_SPECIALTY,"The European Society of Cardiology defines the diagnosis of heart failure as symptoms and signs consistent with heart failure in combination with ""objective evidence of cardiac structural or functional abnormalities"".",https://en.wikipedia.org/wiki/Heart_failure
obesity,hasSymptom*,hypertension,DISEASE,SYMPTOM,"HFA-PEFF considers symptoms and signs, typical clinical demographics (obesity, hypertension, diabetes, elderly, atrial fibrillation), and diagnostic laboratory tests, ECG, and echocardiography.",https://en.wikipedia.org/wiki/Heart_failure
diabetes,hasSymptom*,hypertension,DISEASE,SYMPTOM,"HFA-PEFF considers symptoms and signs, typical clinical demographics (obesity, hypertension, diabetes, elderly, atrial fibrillation), and diagnostic laboratory tests, ECG, and echocardiography.",https://en.wikipedia.org/wiki/Heart_failure
atrial,hasSymptom*,hypertension,DISEASE,SYMPTOM,"HFA-PEFF considers symptoms and signs, typical clinical demographics (obesity, hypertension, diabetes, elderly, atrial fibrillation), and diagnostic laboratory tests, ECG, and echocardiography.",https://en.wikipedia.org/wiki/Heart_failure
fibrillation,hasSymptom*,hypertension,DISEASE,SYMPTOM,"HFA-PEFF considers symptoms and signs, typical clinical demographics (obesity, hypertension, diabetes, elderly, atrial fibrillation), and diagnostic laboratory tests, ECG, and echocardiography.",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,edema,DISEASE,SYMPTOM,High-output heart failure can occur when there is increased cardiac demand that results in increased left ventricular diastolic pressure which can develop into pulmonary congestion (pulmonary edema).,https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,edema,DISEASE,SYMPTOM,High-output heart failure can occur when there is increased cardiac demand that results in increased left ventricular diastolic pressure which can develop into pulmonary congestion (pulmonary edema).,https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,dyspnea,DISEASE,SYMPTOM,"Additionally, NT-proBNP or BNP can be used to differentiate between causes of dyspnea due to heart failure from other causes of dyspnea.",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,dyspnea,DISEASE,SYMPTOM,"Additionally, NT-proBNP or BNP can be used to differentiate between causes of dyspnea due to heart failure from other causes of dyspnea.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,dyspnea,DISEASE,SYMPTOM,"Additionally, NT-proBNP or BNP can be used to differentiate between causes of dyspnea due to heart failure from other causes of dyspnea.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,dyspnea,DISEASE,SYMPTOM,"Additionally, NT-proBNP or BNP can be used to differentiate between causes of dyspnea due to heart failure from other causes of dyspnea.",https://en.wikipedia.org/wiki/Heart_failure
heart,treatedBy*,Cardiology,DISEASE,MEDICAL_SPECIALTY,"In its 2001 guidelines, the American College of Cardiology/American Heart Association working group introduced four stages of heart failure:",https://en.wikipedia.org/wiki/Heart_failure
failure,treatedBy*,Cardiology,DISEASE,MEDICAL_SPECIALTY,"In its 2001 guidelines, the American College of Cardiology/American Heart Association working group introduced four stages of heart failure:",https://en.wikipedia.org/wiki/Heart_failure
heart,hasTreatment*,heart,DISEASE,TREATMENT,"Previous or current symptoms of heart failure in the context of an underlying structural heart problem, but managed with medical treatment Stage D: Advanced disease requiring hospital-based support, a heart transplant, or palliative care The ACC staging system is useful since stage A encompasses ""pr",https://en.wikipedia.org/wiki/Heart_failure
heart,hasTreatment*,transplant,DISEASE,TREATMENT,"Previous or current symptoms of heart failure in the context of an underlying structural heart problem, but managed with medical treatment Stage D: Advanced disease requiring hospital-based support, a heart transplant, or palliative care The ACC staging system is useful since stage A encompasses ""pr",https://en.wikipedia.org/wiki/Heart_failure
failure,hasTreatment*,heart,DISEASE,TREATMENT,"Previous or current symptoms of heart failure in the context of an underlying structural heart problem, but managed with medical treatment Stage D: Advanced disease requiring hospital-based support, a heart transplant, or palliative care The ACC staging system is useful since stage A encompasses ""pr",https://en.wikipedia.org/wiki/Heart_failure
failure,hasTreatment*,transplant,DISEASE,TREATMENT,"Previous or current symptoms of heart failure in the context of an underlying structural heart problem, but managed with medical treatment Stage D: Advanced disease requiring hospital-based support, a heart transplant, or palliative care The ACC staging system is useful since stage A encompasses ""pr",https://en.wikipedia.org/wiki/Heart_failure
heart,hasTreatment*,heart,DISEASE,TREATMENT,"Previous or current symptoms of heart failure in the context of an underlying structural heart problem, but managed with medical treatment Stage D: Advanced disease requiring hospital-based support, a heart transplant, or palliative care The ACC staging system is useful since stage A encompasses ""pr",https://en.wikipedia.org/wiki/Heart_failure
heart,hasTreatment*,transplant,DISEASE,TREATMENT,"Previous or current symptoms of heart failure in the context of an underlying structural heart problem, but managed with medical treatment Stage D: Advanced disease requiring hospital-based support, a heart transplant, or palliative care The ACC staging system is useful since stage A encompasses ""pr",https://en.wikipedia.org/wiki/Heart_failure
failure,hasTreatment*,heart,DISEASE,TREATMENT,"Previous or current symptoms of heart failure in the context of an underlying structural heart problem, but managed with medical treatment Stage D: Advanced disease requiring hospital-based support, a heart transplant, or palliative care The ACC staging system is useful since stage A encompasses ""pr",https://en.wikipedia.org/wiki/Heart_failure
failure,hasTreatment*,transplant,DISEASE,TREATMENT,"Previous or current symptoms of heart failure in the context of an underlying structural heart problem, but managed with medical treatment Stage D: Advanced disease requiring hospital-based support, a heart transplant, or palliative care The ACC staging system is useful since stage A encompasses ""pr",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,hypertension,DISEASE,SYMPTOM,"The degree of coexisting illness: i.e. heart failure/systemic hypertension, heart failure/pulmonary hypertension, heart failure/diabetes, heart failure/kidney failure, etc. Whether the problem is primarily increased venous back pressure (preload), or failure to supply adequate arterial perfusion (af",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,hypertension,DISEASE,SYMPTOM,"The degree of coexisting illness: i.e. heart failure/systemic hypertension, heart failure/pulmonary hypertension, heart failure/diabetes, heart failure/kidney failure, etc. Whether the problem is primarily increased venous back pressure (preload), or failure to supply adequate arterial perfusion (af",https://en.wikipedia.org/wiki/Heart_failure
hypertension,hasSymptom*,hypertension,DISEASE,SYMPTOM,"The degree of coexisting illness: i.e. heart failure/systemic hypertension, heart failure/pulmonary hypertension, heart failure/diabetes, heart failure/kidney failure, etc. Whether the problem is primarily increased venous back pressure (preload), or failure to supply adequate arterial perfusion (af",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,hypertension,DISEASE,SYMPTOM,"The degree of coexisting illness: i.e. heart failure/systemic hypertension, heart failure/pulmonary hypertension, heart failure/diabetes, heart failure/kidney failure, etc. Whether the problem is primarily increased venous back pressure (preload), or failure to supply adequate arterial perfusion (af",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,hypertension,DISEASE,SYMPTOM,"The degree of coexisting illness: i.e. heart failure/systemic hypertension, heart failure/pulmonary hypertension, heart failure/diabetes, heart failure/kidney failure, etc. Whether the problem is primarily increased venous back pressure (preload), or failure to supply adequate arterial perfusion (af",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,hypertension,DISEASE,SYMPTOM,"The degree of coexisting illness: i.e. heart failure/systemic hypertension, heart failure/pulmonary hypertension, heart failure/diabetes, heart failure/kidney failure, etc. Whether the problem is primarily increased venous back pressure (preload), or failure to supply adequate arterial perfusion (af",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,hypertension,DISEASE,SYMPTOM,"The degree of coexisting illness: i.e. heart failure/systemic hypertension, heart failure/pulmonary hypertension, heart failure/diabetes, heart failure/kidney failure, etc. Whether the problem is primarily increased venous back pressure (preload), or failure to supply adequate arterial perfusion (af",https://en.wikipedia.org/wiki/Heart_failure
diabetes,hasSymptom*,hypertension,DISEASE,SYMPTOM,"The degree of coexisting illness: i.e. heart failure/systemic hypertension, heart failure/pulmonary hypertension, heart failure/diabetes, heart failure/kidney failure, etc. Whether the problem is primarily increased venous back pressure (preload), or failure to supply adequate arterial perfusion (af",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,hypertension,DISEASE,SYMPTOM,"The degree of coexisting illness: i.e. heart failure/systemic hypertension, heart failure/pulmonary hypertension, heart failure/diabetes, heart failure/kidney failure, etc. Whether the problem is primarily increased venous back pressure (preload), or failure to supply adequate arterial perfusion (af",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,hypertension,DISEASE,SYMPTOM,"The degree of coexisting illness: i.e. heart failure/systemic hypertension, heart failure/pulmonary hypertension, heart failure/diabetes, heart failure/kidney failure, etc. Whether the problem is primarily increased venous back pressure (preload), or failure to supply adequate arterial perfusion (af",https://en.wikipedia.org/wiki/Heart_failure
kidney,hasSymptom*,hypertension,DISEASE,SYMPTOM,"The degree of coexisting illness: i.e. heart failure/systemic hypertension, heart failure/pulmonary hypertension, heart failure/diabetes, heart failure/kidney failure, etc. Whether the problem is primarily increased venous back pressure (preload), or failure to supply adequate arterial perfusion (af",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,hypertension,DISEASE,SYMPTOM,"The degree of coexisting illness: i.e. heart failure/systemic hypertension, heart failure/pulmonary hypertension, heart failure/diabetes, heart failure/kidney failure, etc. Whether the problem is primarily increased venous back pressure (preload), or failure to supply adequate arterial perfusion (af",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,hypertension,DISEASE,SYMPTOM,"The degree of coexisting illness: i.e. heart failure/systemic hypertension, heart failure/pulmonary hypertension, heart failure/diabetes, heart failure/kidney failure, etc. Whether the problem is primarily increased venous back pressure (preload), or failure to supply adequate arterial perfusion (af",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,hypertension,DISEASE,SYMPTOM,"The degree of coexisting illness: i.e. heart failure/systemic hypertension, heart failure/pulmonary hypertension, heart failure/diabetes, heart failure/kidney failure, etc. Whether the problem is primarily increased venous back pressure (preload), or failure to supply adequate arterial perfusion (af",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,hypertension,DISEASE,SYMPTOM,"The degree of coexisting illness: i.e. heart failure/systemic hypertension, heart failure/pulmonary hypertension, heart failure/diabetes, heart failure/kidney failure, etc. Whether the problem is primarily increased venous back pressure (preload), or failure to supply adequate arterial perfusion (af",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,hypertension,DISEASE,SYMPTOM,"The degree of coexisting illness: i.e. heart failure/systemic hypertension, heart failure/pulmonary hypertension, heart failure/diabetes, heart failure/kidney failure, etc. Whether the problem is primarily increased venous back pressure (preload), or failure to supply adequate arterial perfusion (af",https://en.wikipedia.org/wiki/Heart_failure
heart,hasSymptom*,hypertension,DISEASE,SYMPTOM,"The degree of coexisting illness: i.e. heart failure/systemic hypertension, heart failure/pulmonary hypertension, heart failure/diabetes, heart failure/kidney failure, etc. Whether the problem is primarily increased venous back pressure (preload), or failure to supply adequate arterial perfusion (af",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,hypertension,DISEASE,SYMPTOM,"The degree of coexisting illness: i.e. heart failure/systemic hypertension, heart failure/pulmonary hypertension, heart failure/diabetes, heart failure/kidney failure, etc. Whether the problem is primarily increased venous back pressure (preload), or failure to supply adequate arterial perfusion (af",https://en.wikipedia.org/wiki/Heart_failure
Heart,hasSymptom*,high,DISEASE,SYMPTOM,"Heart failure can also be prevented by lowering high blood pressure and high blood cholesterol, and by controlling diabetes.",https://en.wikipedia.org/wiki/Heart_failure
Heart,hasSymptom*,blood,DISEASE,SYMPTOM,"Heart failure can also be prevented by lowering high blood pressure and high blood cholesterol, and by controlling diabetes.",https://en.wikipedia.org/wiki/Heart_failure
Heart,hasSymptom*,pressure,DISEASE,SYMPTOM,"Heart failure can also be prevented by lowering high blood pressure and high blood cholesterol, and by controlling diabetes.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,high,DISEASE,SYMPTOM,"Heart failure can also be prevented by lowering high blood pressure and high blood cholesterol, and by controlling diabetes.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,blood,DISEASE,SYMPTOM,"Heart failure can also be prevented by lowering high blood pressure and high blood cholesterol, and by controlling diabetes.",https://en.wikipedia.org/wiki/Heart_failure
failure,hasSymptom*,pressure,DISEASE,SYMPTOM,"Heart failure can also be prevented by lowering high blood pressure and high blood cholesterol, and by controlling diabetes.",https://en.wikipedia.org/wiki/Heart_failure
diabetes,hasSymptom*,high,DISEASE,SYMPTOM,"Heart failure can also be prevented by lowering high blood pressure and high blood cholesterol, and by controlling diabetes.",https://en.wikipedia.org/wiki/Heart_failure
diabetes,hasSymptom*,blood,DISEASE,SYMPTOM,"Heart failure can also be prevented by lowering high blood pressure and high blood cholesterol, and by controlling diabetes.",https://en.wikipedia.org/wiki/Heart_failure
diabetes,hasSymptom*,pressure,DISEASE,SYMPTOM,"Heart failure can also be prevented by lowering high blood pressure and high blood cholesterol, and by controlling diabetes.",https://en.wikipedia.org/wiki/Heart_failure
thyroid,hasSymptom*,tachycardia,DISEASE,SYMPTOM,"In considering therapeutic options, excluding reversible causes is of primary importance, including thyroid disease, anemia, chronic tachycardia, alcohol use disorder, hypertension, and dysfunction of one or more heart valves.",https://en.wikipedia.org/wiki/Heart_failure
disease,hasSymptom*,tachycardia,DISEASE,SYMPTOM,"In considering therapeutic options, excluding reversible causes is of primary importance, including thyroid disease, anemia, chronic tachycardia, alcohol use disorder, hypertension, and dysfunction of one or more heart valves.",https://en.wikipedia.org/wiki/Heart_failure
anemia,hasSymptom*,tachycardia,DISEASE,SYMPTOM,"In considering therapeutic options, excluding reversible causes is of primary importance, including thyroid disease, anemia, chronic tachycardia, alcohol use disorder, hypertension, and dysfunction of one or more heart valves.",https://en.wikipedia.org/wiki/Heart_failure
hypertension,hasSymptom*,tachycardia,DISEASE,SYMPTOM,"In considering therapeutic options, excluding reversible causes is of primary importance, including thyroid disease, anemia, chronic tachycardia, alcohol use disorder, hypertension, and dysfunction of one or more heart valves.",https://en.wikipedia.org/wiki/Heart_failure
chronic,hasTreatment*,rehabilitation,DISEASE,TREATMENT,Breathlessness rehabilitation for chronic obstructive pulmonary disease and heart failure has been proposed with exercise training as a core component.,https://en.wikipedia.org/wiki/Heart_failure
obstructive,hasTreatment*,rehabilitation,DISEASE,TREATMENT,Breathlessness rehabilitation for chronic obstructive pulmonary disease and heart failure has been proposed with exercise training as a core component.,https://en.wikipedia.org/wiki/Heart_failure
pulmonary,hasTreatment*,rehabilitation,DISEASE,TREATMENT,Breathlessness rehabilitation for chronic obstructive pulmonary disease and heart failure has been proposed with exercise training as a core component.,https://en.wikipedia.org/wiki/Heart_failure
disease,hasTreatment*,rehabilitation,DISEASE,TREATMENT,Breathlessness rehabilitation for chronic obstructive pulmonary disease and heart failure has been proposed with exercise training as a core component.,https://en.wikipedia.org/wiki/Heart_failure
heart,hasTreatment*,rehabilitation,DISEASE,TREATMENT,Breathlessness rehabilitation for chronic obstructive pulmonary disease and heart failure has been proposed with exercise training as a core component.,https://en.wikipedia.org/wiki/Heart_failure
failure,hasTreatment*,rehabilitation,DISEASE,TREATMENT,Breathlessness rehabilitation for chronic obstructive pulmonary disease and heart failure has been proposed with exercise training as a core component.,https://en.wikipedia.org/wiki/Heart_failure
heart,hasMedication*,beta,DISEASE,MEDICATION,"Medication Quadruple medical therapy using a combination of angiotensin receptor-neprilysin inhibitors (ARNI), beta blockers, mineralocorticoid receptor antagonists (MRA), and sodium/glucose cotransporter 2 inhibitors (SGLT2 inhibitors) is the standard of care as of 2021 for heart failure with reduc",https://en.wikipedia.org/wiki/Heart_failure
heart,hasMedication*,blockers,DISEASE,MEDICATION,"Medication Quadruple medical therapy using a combination of angiotensin receptor-neprilysin inhibitors (ARNI), beta blockers, mineralocorticoid receptor antagonists (MRA), and sodium/glucose cotransporter 2 inhibitors (SGLT2 inhibitors) is the standard of care as of 2021 for heart failure with reduc",https://en.wikipedia.org/wiki/Heart_failure
failure,hasMedication*,beta,DISEASE,MEDICATION,"Medication Quadruple medical therapy using a combination of angiotensin receptor-neprilysin inhibitors (ARNI), beta blockers, mineralocorticoid receptor antagonists (MRA), and sodium/glucose cotransporter 2 inhibitors (SGLT2 inhibitors) is the standard of care as of 2021 for heart failure with reduc",https://en.wikipedia.org/wiki/Heart_failure
